PolicyNumber;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy;FraudFound_P
6730;Pontiac;Male;Married;38;Sedan;less than 20000;400;4;none;7 years;External;1 vehicle;All Perils;0
42161;Mazda;Male;Married;33;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision;0
21481;Toyota;Male;Married;29;Sport;30000 to 39000;400;3;2 to 4;6 years;External;1 vehicle;Liability;0
29525;Honda;Male;Married;31;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision;0
4155;Pontiac;Male;Married;35;Sport;more than 69000;400;2;1;7 years;External;1 vehicle;Liability;0
14257;Mazda;Male;Married;64;Sport;30000 to 39000;400;1;more than 4;7 years;External;1 vehicle;Liability;0
25989;Accura;Male;Married;26;Sedan;more than 69000;400;2;2 to 4;7 years;External;1 vehicle;All Perils;0
47717;Toyota;Male;Married;54;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
26785;Mazda;Male;Married;43;Sport;30000 to 39000;400;3;2 to 4;6 years;External;1 vehicle;Liability;0
21758;Toyota;Female;Single;44;Sedan;less than 20000;400;3;none;7 years;External;2 vehicles;All Perils;0
22166;Pontiac;Male;Married;39;Utility;more than 69000;400;1;more than 4;7 years;External;1 vehicle;All Perils;0
3550;Toyota;Male;Married;37;Sedan;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils;0
43099;Pontiac;Male;Single;49;Sedan;20000 to 29000;400;1;1;more than 7;External;1 vehicle;All Perils;0
22503;Honda;Male;Married;22;Sedan;20000 to 29000;400;3;1;5 years;External;1 vehicle;Collision;0
41255;Pontiac;Male;Married;63;Utility;40000 to 59000;400;1;more than 4;more than 7;External;1 vehicle;All Perils;0
28460;Mazda;Male;Married;35;Sedan;more than 69000;400;1;2 to 4;7 years;External;1 vehicle;Collision;1
41800;Toyota;Female;Married;39;Sedan;less than 20000;400;2;2 to 4;5 years;External;1 vehicle;All Perils;0
14905;Pontiac;Male;Single;18;Sedan;20000 to 29000;400;4;none;2 years;External;1 vehicle;All Perils;1
26554;Pontiac;Male;Married;40;Sport;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Liability;0
19642;Honda;Male;Single;32;Sport;20000 to 29000;400;4;1;5 years;External;1 vehicle;Liability;0
15216;Honda;Male;Married;37;Sport;30000 to 39000;400;1;more than 4;7 years;External;3 to 4;Liability;0
44572;Toyota;Male;Married;44;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;All Perils;0
29609;Mazda;Male;Single;31;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;2 vehicles;Collision;0
32012;Honda;Male;Married;39;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;All Perils;0
26024;Pontiac;Male;Single;35;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision;0
14047;Mazda;Male;Married;44;Sport;30000 to 39000;400;1;more than 4;6 years;External;1 vehicle;Liability;0
20988;Pontiac;Male;Single;34;Sedan;20000 to 29000;400;4;none;6 years;External;1 vehicle;All Perils;0
1025;Toyota;Male;Married;46;Sedan;20000 to 29000;400;3;1;more than 7;External;2 vehicles;All Perils;0
11572;Pontiac;Male;Married;64;Sport;more than 69000;400;3;2 to 4;more than 7;External;1 vehicle;Liability;0
19477;Chevrolet;Female;Married;56;Sedan;20000 to 29000;400;3;1;6 years;External;1 vehicle;All Perils;0
19953;Pontiac;Female;Married;54;Sedan;less than 20000;400;2;none;7 years;External;1 vehicle;All Perils;0
37517;Mazda;Female;Married;65;Sedan;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Collision;1
48200;Toyota;Male;Single;34;Sport;20000 to 29000;400;1;more than 4;7 years;External;1 vehicle;Liability;0
28358;Mazda;Male;Single;39;Sport;30000 to 39000;400;3;more than 4;more than 7;External;1 vehicle;Liability;0
15419;Honda;Male;Married;30;Sport;more than 69000;400;2;2 to 4;6 years;External;1 vehicle;Liability;0
29606;Chevrolet;Male;Married;27;Sport;30000 to 39000;400;4;2 to 4;6 years;External;1 vehicle;Liability;0
23001;Toyota;Male;Married;26;Sedan;20000 to 29000;400;4;none;5 years;External;1 vehicle;All Perils;0
35348;Pontiac;Male;Married;55;Sedan;20000 to 29000;400;1;none;more than 7;External;3 to 4;Collision;0
35516;Chevrolet;Male;Married;61;Sport;20000 to 29000;400;4;more than 4;more than 7;External;1 vehicle;Liability;0
41617;Honda;Male;Single;23;Sedan;20000 to 29000;400;2;none;6 years;External;1 vehicle;All Perils;0
34576;Pontiac;Male;Single;30;Sport;30000 to 39000;400;2;2 to 4;7 years;External;1 vehicle;Liability;0
5706;Honda;Male;Single;23;Sedan;20000 to 29000;400;1;1;5 years;External;1 vehicle;Collision;0
22323;Mazda;Male;Married;33;Sedan;20000 to 29000;400;3;2 to 4;5 years;External;1 vehicle;Collision;0
12811;Chevrolet;Female;Single;28;Sport;20000 to 29000;400;4;more than 4;5 years;External;1 vehicle;Liability;0
28906;Mazda;Female;Single;33;Sedan;20000 to 29000;400;1;none;7 years;External;1 vehicle;All Perils;0
10570;Pontiac;Male;Married;55;Sedan;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;All Perils;0
22782;Chevrolet;Male;Married;35;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision;0
13243;Honda;Male;Single;31;Sedan;more than 69000;400;4;none;6 years;External;1 vehicle;All Perils;0
48748;Honda;Male;Single;19;Sport;more than 69000;400;1;none;3 years;External;1 vehicle;Collision;0
8949;Pontiac;Male;Single;36;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability;0
19860;Mazda;Male;Married;54;Sedan;20000 to 29000;400;2;none;6 years;External;2 vehicles;Collision;0
37216;Toyota;Male;Married;32;Sedan;less than 20000;400;3;2 to 4;6 years;External;1 vehicle;All Perils;0
30479;Honda;Male;Single;28;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
45891;Pontiac;Male;Married;31;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;2 vehicles;All Perils;0
413;Mercury;Male;Married;64;Sedan;20000 to 29000;400;2;none;more than 7;External;1 vehicle;All Perils;0
27357;Pontiac;Male;Married;32;Sedan;less than 20000;400;4;none;6 years;External;1 vehicle;All Perils;0
13440;Pontiac;Male;Married;39;Sedan;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Collision;0
45887;Accura;Male;Married;42;Sport;30000 to 39000;400;4;1;7 years;External;1 vehicle;Liability;0
1782;Toyota;Male;Married;52;Sedan;20000 to 29000;400;1;none;7 years;External;1 vehicle;Collision;0
20298;Pontiac;Male;Married;49;Sedan;30000 to 39000;400;1;none;more than 7;External;1 vehicle;Collision;0
47847;Mazda;Male;Married;57;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability;0
3157;Mazda;Male;Married;45;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
1747;Toyota;Male;Married;59;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;All Perils;0
16541;Honda;Male;Married;27;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;Collision;0
7684;Honda;Female;Single;30;Sport;20000 to 29000;400;1;more than 4;6 years;External;1 vehicle;Liability;0
29791;Honda;Male;Married;30;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Collision;0
31981;Chevrolet;Female;Married;36;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;Collision;0
34791;Toyota;Male;Married;28;Sedan;less than 20000;500;1;2 to 4;6 years;External;1 vehicle;Collision;0
40748;Pontiac;Male;Single;36;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision;0
3467;Toyota;Male;Married;37;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;All Perils;0
19666;Pontiac;Male;Married;61;Sedan;20000 to 29000;400;1;1;more than 7;External;1 vehicle;Collision;0
10558;Accura;Male;Married;47;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision;0
29033;Dodge;Male;Married;30;Sport;30000 to 39000;400;1;2 to 4;6 years;External;1 vehicle;Liability;0
25133;Pontiac;Male;Married;43;Sedan;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;All Perils;0
39643;Toyota;Male;Married;38;Sedan;20000 to 29000;400;2;1;more than 7;External;1 vehicle;All Perils;0
19646;Chevrolet;Female;Married;38;Sedan;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Collision;0
7425;Pontiac;Female;Divorced;30;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;Collision;0
2249;Pontiac;Male;Single;61;Sport;20000 to 29000;400;4;none;more than 7;External;2 vehicles;Liability;0
44730;Mazda;Male;Single;23;Sedan;20000 to 29000;400;4;2 to 4;5 years;External;1 vehicle;All Perils;0
39765;Accura;Male;Married;46;Utility;more than 69000;400;1;1;5 years;External;1 vehicle;All Perils;0
44178;Mazda;Male;Married;37;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Collision;0
25978;VW;Male;Married;80;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;All Perils;0
46953;Toyota;Female;Single;28;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Collision;0
45939;Pontiac;Male;Married;43;Sedan;30000 to 39000;400;1;none;more than 7;External;1 vehicle;Collision;1
5266;Honda;Male;Married;54;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;All Perils;0
44495;Toyota;Male;Married;41;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;Collision;0
48115;Mazda;Male;Married;60;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;Collision;1
12870;Mazda;Male;Married;26;Sedan;more than 69000;400;4;2 to 4;7 years;External;2 vehicles;Collision;0
7841;Pontiac;Male;Married;45;Sedan;less than 20000;400;3;1;7 years;External;1 vehicle;All Perils;0
46911;Toyota;Female;Single;26;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;All Perils;0
16365;Mazda;Male;Married;42;Sport;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Liability;0
24551;Toyota;Male;Single;46;Sedan;more than 69000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils;0
41939;Honda;Male;Married;55;Sport;20000 to 29000;400;3;none;more than 7;External;1 vehicle;Liability;0
12632;Mazda;Male;Single;30;Sedan;20000 to 29000;400;2;1;6 years;External;1 vehicle;All Perils;0
18071;Pontiac;Male;Married;39;Sedan;30000 to 39000;400;1;more than 4;more than 7;External;1 vehicle;All Perils;0
4683;Chevrolet;Male;Married;51;Sedan;30000 to 39000;400;2;more than 4;more than 7;External;1 vehicle;Collision;0
32033;Pontiac;Male;Single;22;Sedan;20000 to 29000;400;2;none;5 years;External;1 vehicle;All Perils;0
39239;Chevrolet;Male;Single;24;Sport;20000 to 29000;400;2;2 to 4;4 years;External;2 vehicles;Liability;0
9439;Toyota;Male;Widow;37;Sport;30000 to 39000;400;1;more than 4;7 years;External;1 vehicle;Liability;0
46467;Accura;Male;Married;41;Sedan;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Collision;0
38871;Pontiac;Male;Single;35;Sedan;30000 to 39000;400;3;none;7 years;External;2 vehicles;All Perils;0
38694;Honda;Male;Married;27;Sedan;20000 to 29000;400;2;1;6 years;External;1 vehicle;Collision;0
34034;Honda;Male;Married;41;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils;0
12110;Pontiac;Male;Single;40;Sedan;20000 to 29000;400;1;1;more than 7;External;1 vehicle;All Perils;0
28075;Toyota;Male;Married;37;Sedan;30000 to 39000;400;3;1;7 years;External;1 vehicle;Collision;0
26148;Mazda;Male;Married;41;Sedan;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;All Perils;1
25991;Mazda;Female;Single;31;Sport;20000 to 29000;400;1;none;6 years;External;3 to 4;Liability;0
1922;Honda;Male;Married;47;Sedan;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;All Perils;0
18792;Toyota;Male;Married;34;Sedan;less than 20000;400;1;1;7 years;External;1 vehicle;Collision;0
17518;Honda;Male;Single;42;Sedan;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Collision;0
37336;Toyota;Male;Married;58;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability;0
46702;Chevrolet;Male;Married;34;Sport;30000 to 39000;400;2;2 to 4;6 years;External;1 vehicle;Liability;0
6195;Chevrolet;Male;Married;45;Sport;30000 to 39000;400;4;more than 4;7 years;External;1 vehicle;Liability;0
1939;Honda;Female;Married;29;Sedan;20000 to 29000;400;1;none;6 years;External;1 vehicle;Collision;0
42879;Pontiac;Male;Married;58;Sport;less than 20000;700;2;1;more than 7;External;1 vehicle;Liability;0
30038;Chevrolet;Male;Single;18;Sedan;more than 69000;400;1;none;3 years;External;1 vehicle;All Perils;0
30628;Toyota;Male;Married;51;Sport;less than 20000;400;4;more than 4;more than 7;External;1 vehicle;Liability;0
33140;Pontiac;Female;Married;33;Sport;20000 to 29000;400;4;more than 4;6 years;External;1 vehicle;Liability;0
17846;Honda;Male;Single;26;Sedan;less than 20000;400;1;none;6 years;External;1 vehicle;All Perils;0
23451;VW;Male;Married;40;Sedan;30000 to 39000;400;1;none;6 years;External;1 vehicle;All Perils;0
24410;Honda;Male;Single;0;Sport;more than 69000;400;3;none;new;External;2 vehicles;Collision;0
44947;Mazda;Female;Married;29;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision;0
44685;Honda;Male;Married;39;Sport;more than 69000;400;1;none;2 years;External;1 vehicle;Collision;0
17115;Ford;Male;Married;43;Sedan;20000 to 29000;400;2;1;7 years;External;1 vehicle;All Perils;0
6849;Pontiac;Male;Married;56;Sport;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;Liability;0
13153;Toyota;Male;Married;36;Sedan;20000 to 29000;400;1;none;7 years;External;1 vehicle;All Perils;0
7862;Honda;Male;Married;40;Sport;more than 69000;400;2;2 to 4;6 years;External;1 vehicle;Collision;0
31666;Accura;Female;Single;30;Sedan;20000 to 29000;400;1;1;6 years;External;1 vehicle;All Perils;0
20041;Mazda;Male;Married;43;Sedan;more than 69000;400;2;2 to 4;more than 7;External;1 vehicle;Collision;0
2923;Toyota;Male;Married;41;Sedan;less than 20000;400;4;none;6 years;External;1 vehicle;All Perils;1
10945;Pontiac;Male;Married;34;Sport;20000 to 29000;400;4;none;7 years;External;1 vehicle;Liability;0
20118;Accura;Male;Married;41;Sedan;30000 to 39000;400;2;none;7 years;External;1 vehicle;Collision;0
20772;Ford;Male;Married;29;Sedan;30000 to 39000;400;3;2 to 4;5 years;External;1 vehicle;All Perils;0
9846;Mazda;Female;Single;26;Sedan;20000 to 29000;400;3;none;5 years;External;1 vehicle;Collision;0
13275;Mazda;Male;Married;29;Sedan;30000 to 39000;400;2;1;7 years;External;1 vehicle;All Perils;0
18563;Chevrolet;Male;Married;43;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;Collision;0
38379;Honda;Male;Single;0;Sport;more than 69000;400;1;more than 4;new;External;1 vehicle;Liability;0
24438;Saturn;Male;Married;30;Sport;40000 to 59000;400;1;none;6 years;Internal;1 vehicle;Liability;0
30611;Chevrolet;Female;Single;32;Sedan;20000 to 29000;400;1;none;6 years;External;1 vehicle;All Perils;0
18775;Pontiac;Male;Married;50;Sport;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;Liability;0
22929;Mazda;Male;Married;31;Sedan;20000 to 29000;400;4;none;4 years;External;1 vehicle;Collision;0
2027;Pontiac;Male;Married;40;Sport;more than 69000;400;4;2 to 4;more than 7;External;1 vehicle;Liability;0
23691;Honda;Male;Single;33;Sedan;30000 to 39000;400;1;2 to 4;7 years;External;1 vehicle;Collision;0
30567;Toyota;Male;Married;33;Sport;20000 to 29000;400;1;2 to 4;4 years;External;1 vehicle;Liability;0
44193;Pontiac;Male;Single;25;Sport;20000 to 29000;400;3;none;4 years;External;1 vehicle;Liability;0
10849;Honda;Male;Married;32;Sedan;less than 20000;400;2;2 to 4;7 years;External;1 vehicle;All Perils;0
18189;Mazda;Male;Married;51;Utility;more than 69000;400;1;2 to 4;7 years;External;1 vehicle;All Perils;0
39566;Pontiac;Male;Married;66;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;Collision;0
2892;Pontiac;Male;Married;35;Utility;40000 to 59000;400;3;more than 4;6 years;External;1 vehicle;All Perils;0
2522;Honda;Female;Married;37;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability;0
27828;Pontiac;Male;Married;37;Sport;30000 to 39000;400;2;1;7 years;External;1 vehicle;Liability;0
46995;Pontiac;Male;Married;48;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability;0
39518;Ford;Male;Married;32;Sport;30000 to 39000;400;2;more than 4;7 years;External;1 vehicle;Liability;0
8904;Pontiac;Male;Married;30;Sedan;less than 20000;400;1;2 to 4;6 years;External;1 vehicle;All Perils;0
39131;Mazda;Male;Married;40;Sedan;20000 to 29000;400;3;none;6 years;External;2 vehicles;All Perils;0
9428;Toyota;Male;Married;80;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils;0
34752;Chevrolet;Male;Single;24;Sport;30000 to 39000;400;3;1;5 years;Internal;1 vehicle;Liability;0
39053;Chevrolet;Male;Married;27;Sport;30000 to 39000;400;3;more than 4;6 years;External;1 vehicle;Liability;0
44128;Chevrolet;Female;Single;33;Sedan;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Collision;0
7733;Chevrolet;Male;Married;35;Sedan;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Collision;0
18842;Toyota;Female;Married;50;Sedan;less than 20000;500;3;2 to 4;7 years;External;1 vehicle;Collision;0
16412;Chevrolet;Male;Married;48;Sport;40000 to 59000;400;1;more than 4;more than 7;External;1 vehicle;Liability;0
1809;Chevrolet;Male;Married;44;Sedan;20000 to 29000;400;2;1;more than 7;External;1 vehicle;All Perils;0
7441;Mazda;Female;Married;33;Sedan;less than 20000;400;1;none;6 years;External;2 vehicles;All Perils;0
12753;Mazda;Male;Married;33;Sport;more than 69000;400;1;1;6 years;External;2 vehicles;Collision;0
15248;Mazda;Female;Single;28;Sedan;20000 to 29000;400;4;none;6 years;External;1 vehicle;Collision;0
33419;Pontiac;Female;Married;30;Sedan;less than 20000;400;3;1;6 years;External;1 vehicle;All Perils;1
46025;Honda;Male;Married;47;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;All Perils;0
46244;Pontiac;Female;Single;34;Sedan;more than 69000;400;3;1;6 years;External;1 vehicle;All Perils;0
10296;Mazda;Male;Married;31;Sedan;20000 to 29000;700;2;none;7 years;External;1 vehicle;All Perils;0
13835;Mazda;Male;Married;46;Sedan;20000 to 29000;400;1;2 to 4;more than 7;External;1 vehicle;All Perils;0
35727;Honda;Male;Married;42;Sport;20000 to 29000;400;2;more than 4;more than 7;External;1 vehicle;Liability;0
17002;Honda;Male;Married;44;Sport;20000 to 29000;400;1;none;6 years;External;1 vehicle;Liability;0
2549;Pontiac;Male;Married;40;Sport;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;Liability;0
20183;Toyota;Male;Married;54;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;Collision;0
37885;Honda;Male;Single;33;Sport;more than 69000;400;2;2 to 4;6 years;External;1 vehicle;Liability;0
29725;Mazda;Male;Married;55;Sport;20000 to 29000;400;4;more than 4;more than 7;External;1 vehicle;Liability;0
15656;Pontiac;Male;Married;52;Sedan;20000 to 29000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils;0
38052;Pontiac;Male;Married;41;Sedan;20000 to 29000;400;4;1;more than 7;External;1 vehicle;Collision;0
22521;Mazda;Female;Married;27;Sedan;20000 to 29000;400;2;1;7 years;External;1 vehicle;Collision;0
37736;Pontiac;Male;Single;27;Sedan;20000 to 29000;400;2;none;6 years;External;1 vehicle;All Perils;0
33204;Honda;Male;Married;44;Sedan;less than 20000;400;3;none;7 years;External;3 to 4;All Perils;0
17861;VW;Male;Married;36;Sedan;more than 69000;400;2;none;7 years;External;1 vehicle;All Perils;0
11851;Pontiac;Male;Single;35;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Collision;0
17320;Mazda;Male;Married;53;Sport;60000 to 69000;400;2;none;more than 7;External;1 vehicle;Liability;0
1384;Mazda;Male;Single;31;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils;0
39001;Pontiac;Male;Married;33;Sedan;30000 to 39000;400;4;1;5 years;External;1 vehicle;Collision;0
8184;Chevrolet;Male;Married;50;Sedan;more than 69000;400;2;2 to 4;more than 7;External;1 vehicle;Collision;0
33223;Pontiac;Male;Married;28;Sedan;30000 to 39000;400;2;1;6 years;External;2 vehicles;Collision;0
37092;Toyota;Male;Married;62;Sedan;20000 to 29000;400;2;1;more than 7;External;1 vehicle;Collision;0
8424;Mazda;Male;Married;39;Sedan;30000 to 39000;400;4;none;more than 7;External;1 vehicle;Collision;0
17744;Pontiac;Male;Married;44;Sedan;30000 to 39000;400;2;1;7 years;External;1 vehicle;Collision;0
