Month;WeekOfMonth;DayOfWeek;AccidentArea;DayOfWeekClaimed;MonthClaimed;WeekOfMonthClaimed;PolicyNumber;Fault;RepNumber;Days_Policy_Accident;Days_Policy_Claim;PoliceReportFiled;WitnessPresent;NumberOfSuppliments;AddressChange_Claim;Year;FraudFound_P;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy
Feb;1;Saturday;Urban;Saturday;Feb;2;5888;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;39;Sport;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Jan;5;Friday;Urban;Friday;Jan;5;46221;Policy Holder;16;more than 30;more than 30;No;Yes;none;no change;1994;0;Toyota;Female;Widow;47;Sedan;more than 69000;400;1;2 to 4;more than 7;External;1 vehicle;All Perils
Feb;3;Saturday;Urban;Thursday;Feb;4;32685;Policy Holder;16;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Mazda;Male;Single;31;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Collision
Sep;5;Friday;Urban;Monday;Oct;1;13347;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Married;35;Sedan;20000 to 29000;400;2;none;6 years;External;1 vehicle;Collision
Jun;3;Saturday;Urban;Wednesday;Jun;4;31089;Policy Holder;10;more than 30;more than 30;No;No;more than 5;4 to 8 years;1994;0;Toyota;Male;Single;30;Sedan;20000 to 29000;400;2;none;7 years;External;2 vehicles;Collision
Dec;3;Friday;Urban;Friday;Dec;3;24783;Policy Holder;11;more than 30;more than 30;No;No;more than 5;no change;1995;0;Toyota;Male;Single;22;Sedan;more than 69000;400;2;1;5 years;External;1 vehicle;Collision
Oct;4;Friday;Urban;Tuesday;Oct;5;4524;Third Party;8;more than 30;more than 30;Yes;No;1 to 2;4 to 8 years;1994;0;Pontiac;Male;Single;21;Sedan;30000 to 39000;400;1;1;5 years;External;2 vehicles;Collision
Sep;3;Tuesday;Urban;Tuesday;Oct;2;19900;Third Party;16;more than 30;more than 30;Yes;No;none;no change;1996;0;Pontiac;Male;Married;34;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision
Apr;3;Wednesday;Urban;Thursday;Apr;4;9286;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Male;Married;44;Sport;more than 69000;400;3;none;7 years;External;3 to 4;Liability
Oct;5;Friday;Urban;Friday;Nov;1;38983;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1996;0;Toyota;Male;Married;62;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision
Mar;1;Sunday;Urban;Friday;Mar;2;41932;Policy Holder;9;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Saab;Male;Married;43;Sedan;20000 to 29000;700;2;1;7 years;External;1 vehicle;Collision
Apr;2;Tuesday;Rural;Wednesday;Apr;3;48843;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1994;1;Accura;Male;Married;55;Sedan;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;Collision
Jun;5;Thursday;Urban;Tuesday;Jul;1;10656;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;70;Sport;20000 to 29000;400;3;none;more than 7;External;1 vehicle;Liability
Jun;4;Friday;Urban;Friday;Jun;4;16448;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Male;Married;44;Sport;less than 20000;400;4;2 to 4;more than 7;External;1 vehicle;Liability
Jul;5;Friday;Urban;Friday;Aug;1;13268;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;40;Sedan;more than 69000;400;2;none;7 years;External;1 vehicle;All Perils
Apr;3;Tuesday;Urban;Thursday;Apr;3;23273;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Male;Married;65;Sedan;30000 to 39000;400;1;none;more than 7;External;1 vehicle;Collision
Feb;3;Thursday;Urban;Friday;Feb;3;15687;Policy Holder;7;more than 30;more than 30;No;No;none;1 year;1994;0;Pontiac;Male;Married;57;Sedan;30000 to 39000;400;2;1;more than 7;External;1 vehicle;Collision
Apr;3;Saturday;Urban;Wednesday;Apr;3;39579;Third Party;5;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Married;64;Sport;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;Liability
Jul;4;Saturday;Urban;Tuesday;Aug;1;13892;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Male;Married;44;Sport;30000 to 39000;400;1;more than 4;7 years;External;1 vehicle;Liability
Oct;4;Friday;Urban;Friday;Oct;4;45406;Policy Holder;11;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Pontiac;Male;Married;35;Sedan;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Collision
Feb;3;Thursday;Urban;Friday;Feb;3;24100;Policy Holder;10;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Toyota;Male;Married;40;Sedan;less than 20000;400;1;1;more than 7;External;1 vehicle;All Perils
Oct;5;Sunday;Urban;Monday;Oct;5;20179;Policy Holder;7;more than 30;more than 30;No;No;none;1 year;1995;0;Mazda;Female;Married;26;Sedan;20000 to 29000;400;3;none;5 years;External;1 vehicle;Collision
Feb;5;Monday;Urban;Tuesday;Mar;1;38890;Policy Holder;13;more than 30;more than 30;No;No;none;no change;1994;0;Dodge;Male;Married;76;Sport;30000 to 39000;400;1;2 to 4;more than 7;External;1 vehicle;Liability
Nov;5;Tuesday;Rural;Thursday;Dec;5;8512;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Male;Single;29;Sedan;30000 to 39000;400;1;1;6 years;External;1 vehicle;Collision
Sep;1;Sunday;Urban;Wednesday;Oct;2;36831;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Female;Single;58;Sport;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Liability
Dec;3;Sunday;Rural;Wednesday;Jun;3;26614;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1994;0;Saab;Male;Married;33;Sedan;30000 to 39000;400;4;2 to 4;6 years;External;1 vehicle;Collision
Sep;5;Thursday;Urban;Monday;Oct;1;6450;Policy Holder;9;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Mercury;Female;Married;49;Sedan;more than 69000;400;3;1;7 years;External;1 vehicle;Collision
Dec;1;Monday;Urban;Wednesday;Dec;4;24719;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;31;Sedan;20000 to 29000;400;2;1;7 years;External;1 vehicle;Collision
Jul;2;Tuesday;Urban;Tuesday;Aug;2;22105;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1994;1;Honda;Male;Single;0;Sedan;more than 69000;400;4;2 to 4;new;External;1 vehicle;All Perils
Feb;1;Wednesday;Rural;Wednesday;Feb;1;30167;Policy Holder;12;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Toyota;Male;Married;34;Sport;30000 to 39000;400;3;2 to 4;5 years;External;1 vehicle;Liability
May;3;Saturday;Rural;Monday;May;3;4949;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Male;Married;27;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;Collision
Apr;2;Tuesday;Urban;Friday;Apr;4;37901;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Toyota;Male;Married;62;Sedan;more than 69000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils
Oct;5;Friday;Urban;Wednesday;Nov;1;21988;Third Party;9;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;31;Sport;30000 to 39000;400;2;none;7 years;External;1 vehicle;Liability
May;2;Monday;Urban;Tuesday;May;2;32726;Third Party;7;more than 30;more than 30;No;No;more than 5;no change;1994;0;Accura;Male;Married;42;Sport;30000 to 39000;700;2;2 to 4;7 years;External;1 vehicle;Liability
Jun;3;Tuesday;Urban;Wednesday;Jun;3;43797;Policy Holder;13;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Single;35;Sedan;less than 20000;400;3;none;6 years;External;1 vehicle;All Perils
Oct;1;Wednesday;Urban;Thursday;Oct;1;1622;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;44;Sport;20000 to 29000;400;2;more than 4;7 years;External;1 vehicle;Liability
Jul;3;Thursday;Urban;Tuesday;Aug;1;41164;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1996;1;Toyota;Male;Married;28;Sedan;less than 20000;400;3;1;6 years;External;1 vehicle;All Perils
Sep;1;Tuesday;Urban;Thursday;Sep;2;13381;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1994;0;Mazda;Male;Single;44;Sport;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Dec;5;Thursday;Urban;Thursday;Feb;1;29006;Policy Holder;15;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Married;43;Sport;20000 to 29000;400;4;more than 4;7 years;External;1 vehicle;Liability
Jun;3;Monday;Urban;Monday;Jun;3;22803;Policy Holder;9;more than 30;more than 30;No;No;more than 5;no change;1994;0;Ford;Female;Married;45;Sport;40000 to 59000;400;2;2 to 4;6 years;External;3 to 4;Liability
Jun;2;Saturday;Urban;Thursday;Jun;4;13113;Policy Holder;14;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Married;33;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision
Mar;1;Friday;Rural;Wednesday;Mar;2;36173;Policy Holder;15;more than 30;more than 30;No;No;1 to 2;4 to 8 years;1995;0;Chevrolet;Male;Single;24;Sedan;20000 to 29000;400;1;2 to 4;5 years;External;2 vehicles;Collision
Oct;5;Sunday;Urban;Wednesday;Nov;3;20217;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Married;40;Sedan;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;Collision
Nov;3;Thursday;Urban;Monday;Nov;4;18760;Third Party;15;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Mazda;Male;Married;44;Sedan;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils
Sep;5;Thursday;Urban;Thursday;Nov;2;28954;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Married;71;Sedan;more than 69000;400;1;none;new;External;1 vehicle;All Perils
Dec;4;Thursday;Urban;Tuesday;Jan;1;3742;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Single;23;Sport;20000 to 29000;400;2;more than 4;4 years;External;1 vehicle;Liability
Nov;3;Saturday;Urban;Tuesday;Apr;2;16245;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;37;Sedan;20000 to 29000;400;4;none;6 years;External;1 vehicle;All Perils
Jun;2;Saturday;Urban;Monday;Jun;3;38711;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Married;57;Sedan;less than 20000;400;3;none;7 years;External;1 vehicle;All Perils
Sep;2;Tuesday;Urban;Friday;Jan;4;21438;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;49;Utility;40000 to 59000;400;4;none;more than 7;External;1 vehicle;Collision
Oct;5;Monday;Urban;Friday;Nov;1;18632;Third Party;5;more than 30;more than 30;No;No;more than 5;no change;1994;0;Chevrolet;Male;Single;34;Sport;more than 69000;400;2;more than 4;7 years;External;1 vehicle;Liability
Jan;3;Tuesday;Urban;Wednesday;Jan;3;10269;Policy Holder;16;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Toyota;Male;Married;47;Sport;20000 to 29000;400;4;more than 4;more than 7;External;1 vehicle;Liability
Jul;1;Wednesday;Rural;Monday;Jul;5;10640;Policy Holder;12;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Toyota;Male;Single;48;Sedan;30000 to 39000;400;3;1;more than 7;External;1 vehicle;Collision
Oct;3;Sunday;Urban;Tuesday;Oct;3;43162;Third Party;14;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;46;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;Collision
Oct;1;Tuesday;Urban;Tuesday;Oct;1;18157;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Married;45;Sedan;30000 to 39000;400;3;none;more than 7;External;1 vehicle;Collision
Apr;2;Wednesday;Urban;Thursday;Apr;5;3276;Policy Holder;2;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Pontiac;Male;Married;22;Sedan;20000 to 29000;400;3;2 to 4;5 years;External;3 to 4;Collision
Apr;3;Friday;Urban;Monday;Apr;3;4409;Third Party;10;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Female;Married;50;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;Collision
Jun;5;Tuesday;Urban;Monday;Jul;1;41154;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Single;23;Sedan;less than 20000;400;2;1;3 years;External;1 vehicle;All Perils
Aug;2;Monday;Urban;Tuesday;Aug;2;14312;Policy Holder;7;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Pontiac;Male;Married;69;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;3 to 4;Collision
Jun;3;Saturday;Urban;Monday;Jun;4;26285;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1995;0;Toyota;Male;Married;65;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;All Perils
Feb;4;Tuesday;Urban;Tuesday;Feb;4;11733;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Single;31;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability
Aug;3;Saturday;Urban;Monday;Aug;4;28341;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Male;Single;26;Sedan;20000 to 29000;400;3;2 to 4;5 years;External;1 vehicle;Collision
Dec;3;Thursday;Rural;Friday;Dec;3;40218;Policy Holder;12;more than 30;more than 30;No;No;more than 5;no change;1995;0;Chevrolet;Male;Single;34;Sport;20000 to 29000;400;4;more than 4;6 years;External;1 vehicle;Liability
Apr;5;Saturday;Urban;Monday;May;1;23676;Policy Holder;11;more than 30;more than 30;No;No;more than 5;no change;1995;0;Mazda;Male;Married;34;Sport;20000 to 29000;400;3;2 to 4;6 years;External;3 to 4;Liability
Nov;5;Monday;Urban;Thursday;Dec;1;35686;Policy Holder;11;more than 30;more than 30;No;No;more than 5;no change;1994;0;Accura;Male;Married;36;Sedan;more than 69000;400;2;2 to 4;7 years;External;1 vehicle;Collision
Dec;3;Monday;Urban;Monday;Dec;3;20837;Policy Holder;5;more than 30;more than 30;Yes;No;1 to 2;no change;1995;0;Pontiac;Male;Married;30;Sport;20000 to 29000;400;4;1;5 years;External;1 vehicle;Liability
Mar;1;Wednesday;Urban;Thursday;Mar;1;19185;Third Party;11;more than 30;more than 30;Yes;No;none;no change;1994;0;Accura;Male;Married;28;Sport;more than 69000;400;1;2 to 4;6 years;External;1 vehicle;Liability
Apr;1;Saturday;Urban;Wednesday;Apr;1;24971;Third Party;6;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;37;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;All Perils
May;4;Wednesday;Urban;Wednesday;Jun;1;2435;Policy Holder;11;more than 30;more than 30;No;No;more than 5;no change;1994;0;Honda;Male;Single;33;Sport;more than 69000;400;4;more than 4;6 years;External;1 vehicle;Liability
Jul;2;Thursday;Urban;Thursday;Jul;5;37326;Policy Holder;12;more than 30;more than 30;No;No;1 to 2;no change;1994;1;Chevrolet;Male;Married;40;Utility;more than 69000;400;1;2 to 4;7 years;External;1 vehicle;All Perils
May;4;Saturday;Urban;Thursday;May;4;42496;Policy Holder;3;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Honda;Male;Single;33;Sedan;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Collision
Apr;2;Saturday;Urban;Tuesday;Apr;3;41366;Third Party;6;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;29;Sport;30000 to 39000;400;2;1;4 years;External;1 vehicle;Liability
Sep;5;Thursday;Urban;Thursday;Sep;5;41405;Policy Holder;15;more than 30;more than 30;No;No;1 to 2;no change;1996;1;Mazda;Male;Married;28;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;Collision
Nov;1;Friday;Urban;Wednesday;Nov;2;15744;Third Party;16;more than 30;more than 30;No;No;more than 5;no change;1994;0;Nisson;Male;Married;47;Utility;more than 69000;700;2;more than 4;more than 7;External;1 vehicle;Collision
Jan;2;Wednesday;Urban;Wednesday;Jan;2;18754;Policy Holder;13;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Honda;Female;Married;30;Sport;20000 to 29000;400;2;1;4 years;External;1 vehicle;Liability
Jun;2;Tuesday;Rural;Wednesday;Jun;2;29323;Third Party;13;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Married;47;Sport;20000 to 29000;400;4;more than 4;more than 7;External;1 vehicle;Liability
Mar;3;Sunday;Urban;Tuesday;Mar;4;35845;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1994;0;Accura;Male;Married;49;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision
Mar;2;Tuesday;Urban;Wednesday;Mar;4;44459;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1996;0;Accura;Male;Married;54;Sedan;30000 to 39000;400;4;1;more than 7;External;1 vehicle;All Perils
Mar;1;Sunday;Urban;Tuesday;Mar;2;26301;Policy Holder;14;more than 30;more than 30;No;No;1 to 2;no change;1994;1;Toyota;Male;Married;51;Sedan;30000 to 39000;400;4;2 to 4;more than 7;External;1 vehicle;Collision
Nov;3;Monday;Urban;Tuesday;Nov;3;31385;Policy Holder;5;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Honda;Male;Married;29;Sport;30000 to 39000;400;2;2 to 4;7 years;External;1 vehicle;Liability
Jul;2;Saturday;Urban;Monday;Jul;2;8510;Policy Holder;15;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Honda;Male;Married;49;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;All Perils
May;3;Sunday;Urban;Wednesday;Jun;1;4097;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1995;0;Toyota;Male;Single;34;Sport;20000 to 29000;400;2;more than 4;6 years;External;1 vehicle;Liability
Oct;5;Monday;Urban;Tuesday;Oct;5;21193;Policy Holder;4;more than 30;more than 30;No;No;1 to 2;2 to 3 years;1994;0;Mazda;Male;Married;54;Sport;30000 to 39000;500;2;1;7 years;External;1 vehicle;Liability
Dec;1;Monday;Urban;Friday;Dec;3;47531;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Male;Married;35;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;Collision
Jan;3;Sunday;Urban;Thursday;Jan;3;44339;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;35;Sport;20000 to 29000;700;1;1;7 years;External;1 vehicle;Liability
May;5;Monday;Urban;Thursday;Jun;3;29715;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Female;Married;42;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision
Oct;4;Friday;Urban;Monday;Oct;4;20881;Third Party;11;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Female;Single;44;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Apr;1;Monday;Urban;Tuesday;Apr;1;43895;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Married;43;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Nov;1;Wednesday;Urban;Friday;Nov;1;43619;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Female;Single;30;Sport;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;Liability
Dec;4;Thursday;Urban;Thursday;Dec;5;22431;Policy Holder;4;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Ford;Male;Married;38;Sedan;40000 to 59000;400;2;none;7 years;External;1 vehicle;All Perils
Dec;1;Saturday;Urban;Tuesday;Dec;3;36393;Policy Holder;6;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Honda;Male;Married;27;Sedan;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;All Perils
Jul;3;Monday;Urban;Wednesday;Aug;1;30929;Policy Holder;10;more than 30;more than 30;No;No;none;4 to 8 years;1994;1;Chevrolet;Male;Married;61;Sedan;30000 to 39000;400;1;none;more than 7;External;3 to 4;Collision
Jun;2;Monday;Urban;Thursday;Jun;3;46567;Policy Holder;1;more than 30;more than 30;No;No;3 to 5;no change;1996;1;Mazda;Female;Married;51;Sedan;less than 20000;400;3;2 to 4;7 years;External;1 vehicle;All Perils
Jan;4;Tuesday;Urban;Wednesday;Jan;4;26639;Policy Holder;12;more than 30;more than 30;Yes;Yes;more than 5;no change;1994;0;Pontiac;Male;Married;32;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;All Perils
Feb;1;Tuesday;Urban;Wednesday;Feb;1;23877;Policy Holder;12;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Toyota;Male;Married;45;Sedan;20000 to 29000;400;3;none;7 years;External;1 vehicle;All Perils
May;2;Wednesday;Urban;Thursday;May;2;23590;Policy Holder;4;more than 30;more than 30;No;No;more than 5;no change;1994;0;Honda;Male;Married;52;Sedan;20000 to 29000;400;1;more than 4;7 years;External;1 vehicle;Collision
Dec;2;Thursday;Urban;Tuesday;Dec;2;38303;Third Party;1;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;41;Sedan;30000 to 39000;400;1;1;7 years;External;1 vehicle;Collision
Sep;3;Monday;Urban;Monday;Sep;3;40110;Policy Holder;10;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Toyota;Male;Married;30;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Apr;4;Thursday;Urban;Tuesday;May;1;20984;Policy Holder;2;more than 30;more than 30;No;No;3 to 5;no change;1996;1;Toyota;Male;Single;46;Sedan;20000 to 29000;400;2;more than 4;6 years;External;1 vehicle;Collision
